YSymbol	isin	name	qscore	qscorePerf	REVPS5YGR	MARGIN5YR	PER	Rendement	L%H	ChPctPrice5Y	YLD+PRY
7885.T	JP3457750002	TAKANO CO LTD	67	0	1,379	2,464	18,259	2,088	0,514	5,025	7,112
9009.T	JP3278600006	KEISEI ELECTRIC RAILWAY CO LTD	23	0	3,865	12,042	9,429	0,624	0,224	6,736	7,360
8818.T	JP3279000008	KEIHANSHIN BUILDING CO LTD	17	0	6,606	28,360	18,859	2,452	0,895	-2,468	-0,016
3420.T	JP3277100008	KFC LTD	94	0	-1,736	5,805	9,661	3,854	0,700	-4,830	-0,976
3475.T	JP3273750004	GOOD COM ASSET CO LTD	38	0	21,615	6,025	19,517	3,686	0,854	17,937	21,623
4437.T	JP3273760003	GOODDAYS HOLDINGS INC	60	0	8,637	3,848	17,922	0,317	0,367	1,767	2,084
8439.T	JP3424950008	TOKYO CENTURY CORP	43	0	0,598	4,708	10,589	3,082	0,760	7,215	10,296
2374.T	JP3424980005	SAINT-CARE HOLDING CORP	77	0	5,668	3,313	12,274	2,534	0,792	3,978	6,512
9069.T	JP3423800006	SENKO GROUP HOLDINGS CO LTD	44	0	7,562	2,416	18,747	3,246	0,875	16,531	19,777
8897.T	JP3460800000	MIRARTH HOLDINGS INC	66	0	-0,732	3,779	7,658	5,121	0,082	5,541	10,662
7676.KL	JP3273770002	GOODSPEED CO LTD	6	0	6,408	-1,153		0,185	0,430	-18,246	-18,061
7351.T	JP3273790000	GOODPATCH INC	23	0	11,922	5,118	20,788	0,000	0,753	-22,360	-22,360
157A.T	JP3274170004	GREEN MONSTER INC	54	0	0,000	0,000	69,804	1,859	0,418	-48,472	-46,613
7137.T	JP3274010002	GRANTOMATO CO LTD	45	0	0,000	0,000	5,613	2,083		0,000	2,083
8999.T	JP3274030000	GRANDY HOUSE CORP	56	0	3,704	2,809	24,472	5,160	0,719	10,461	15,621
7318.T	JP3423750003	SERENDIP HOLDINGS CO LTD	24	0	8,567	3,995	10,072	0,000	0,804	35,423	35,423
5078.T	JP3423610009	CEL CORP	74	0	5,191	14,085	13,658	2,133	0,807	38,900	41,032
2531.T	JP3459600007	TAKARA HOLDINGS INC	40	0	5,629	6,581	22,670	2,668	0,876	10,339	13,007
3632.T	JP3274070006	GREE INC	61	0	3,951	11,647	63,334	1,788	0,079	-4,488	-2,700
6547.T	JP3274090004	GREENS CO LTD	74	0	15,089	1,996	6,519	1,023	0,718	39,941	40,964
4594.T	JP3274140007	BRIGHTPATH BIOTHERAPEUTICS CO LTD	8	0	-44,702	-28727,670		0,000	0,415	-20,190	-20,190
4930.TW	JP3273870000	GRAPHICO INC	69	0	8,511	4,178	12,867	0,000	0,994	-3,164	-3,164
7276.T	JP3284600008	KOITO MANUFACTURING CO LTD	62	0	4,487	5,059	13,245	1,446	0,912	-2,577	-1,131
1928.T	JP3420600003	SEKISUI HOUSE LTD	64	0	12,240	6,038	10,665	3,916	0,328	13,303	17,219
8233.T	JP3456000003	TAKASHIMAYA CO LTD	33	0	-9,285	2,649	18,804	1,814	0,917	34,785	36,599
	JP3286360007	KOKYO INC	80	0	0,000	0,000		0,000			0,000
8425.T	JP3286500008	MIZUHO LEASING CO LTD	44	0	2,864	5,094	7,437	3,724	0,825	18,958	22,682
1948.T	JP3288600004	KODENSHA CO LTD	94	0	2,001	3,205	7,951	4,393	0,797	20,267	24,660
7504.T	JP3288900008	KOHSOKU CORP	51	0	5,485	2,932	15,345	2,362	0,816	13,457	15,819
208A.T	JP3288940004	KOZO KEIKAKU ENGINEERING HOLDINGS INC	28	0	7,825	10,037	16,151	3,470	0,721	20,934	24,403
8135.T	JP3427000009	ZETT CORP	73	0	5,733	2,314	3,241	1,214	0,684	20,163	21,377
3038.T	JP3291200008	KOBE BUSSAN CO LTD	14	0	10,632	4,647	25,280	0,561	0,314	5,814	6,375
6473.T	JP3292200007	JTEKT CORP	81	0	6,038	1,531	49,305	2,645	0,830	11,755	14,400
3495.T	JP3292700006	KORYOJYUHAN CO LTD	84	0	8,795	6,093	6,706	3,083	0,711	26,938	30,021
2579.T	JP3293200006	COCA-COLA BOTTLERS JAPAN HOLDINGS INC	69	0	0,117	-0,505	60,827	2,565	0,753	11,506	14,072
4212.T	JP3420200002	SEKISUI JUSHI CORP	62	0	8,837	9,248	19,102	2,958	0,613	-0,066	2,892
6525.T	JP3293330001	KOKUSAI ELECTRIC CORP	6	0	0,000	0,000	35,648	0,832	0,811	35,372	36,204
6777.T	JP3335410001	SANTEC CORP	21	0	30,358	19,688	19,913	2,402	0,910	32,335	34,737
1605.T	JP3294460005	INPEX CORP	88	0	0,000	15,555	7,364	4,305	0,887	39,658	43,963
5406.T	JP3289800009	KOBE STEEL LTD	68	0	4,664	3,512	5,018	4,532	0,574	33,321	37,853
9312.T	JP3279800001	KEIHIN CO LTD	90	0	1,129	4,229	7,483	3,593	0,745	13,887	17,480
9006.T	JP3280200001	KEIKYU CORP	19	0	-1,203	8,234	17,363	0,945	0,611	-0,014	0,931
4293.T	JP3423300007	SEPTENI HOLDINGS CO LTD	31	0	0,000	0,000	25,017	7,703	0,518	2,189	9,892
3760.T	JP3281200000	CAVE INTERACTIVE CO LTD	70	0	47,567	6,140	4,433	0,307	0,397	-8,313	-8,006
8544.T	JP3281600001	KEIYO BANK LTD	33	0	3,698	15,936	13,395	3,603	0,942	21,568	25,171
4251.T	JP3281610000	KEIWA INC	74	0	-2,403	13,969	12,018	0,915	0,775	9,357	10,273
6919.T	JP3281700009	KEL CORP	79	0	2,299	8,383	54,269	5,315	0,577	10,105	15,420
1811.T	JP3427800002	ZENITAKA CORP	55	0	-1,922	2,427	9,636	1,563	0,891	6,530	8,092
4371.T	JP3284100009	CORE CONCEPT TECHNOLOGIES INC	54	0	28,268	6,797	11,216	0,000	0,236	-4,639	-4,639
3382.T	JP3422950000	SEVEN & I HOLDINGS CO LTD	6	0	12,957	2,266	20,218	1,853	0,097	12,975	14,828
9828.T	JP3282800006	GENKI SUSHI CO LTD	57	0	9,204	3,784	11,548	1,418	0,187	23,712	25,131
9735.T	JP3421800008	SECOM CO LTD	28	0	3,509	9,695	20,336	1,938	0,446	3,691	5,629
9273.T	JP3283420002	KOA SHOJI HOLDINGS CO LTD	71	0	6,422	13,034	9,204	1,779	0,836	3,440	5,219
3635.T	JP3283460008	KOEI TECMO HOLDINGS CO LTD	2	0	14,234	44,101	21,930	2,513	0,504	0,152	2,665
4922.T	JP3283650004	KOSE CORP	47	0	0,000	0,000	112,613	2,368	0,147	-14,953	-12,585
6905.T	JP3283700007	COSEL CO LTD	55	0	-0,293	7,141	271,363	3,377	0,798	3,522	6,899
190A.T	JP3283730004	CHORDIA THERAPEUTICS INC	8	0	0,000	0,000		0,000	0,018	-19,876	-19,876
7081.T	JP3283850000	KOYOU RENTIA CO LTD	73	0	2,535	5,062	7,364	2,710	0,802	7,835	10,545
2676.T	JP3457710006	TAKACHIHO KOHEKI CO LTD	34	0	5,642	4,682	33,016	4,000	0,464	31,909	35,909
2124.T	JP3386130003	JAC RECRUITMENT CO LTD	21	0	10,700	14,838	23,480	3,611	0,734	27,263	30,874
6907.T	JP3386300002	GEOMATEC CO LTD	35	0	-0,626	-8,691	17,768	0,000	0,743	21,226	21,226
3841.T	JP3386340008	JEDAT INC	39	0	1,697	10,868	24,774	2,458	0,357	13,930	16,389
7902.T	JP3435900000	SONOCOM CO LTD	69	0	3,845	9,227	16,108	1,292	0,832	4,230	5,522
3086.T	JP3386380004	J.FRONT RETAILING CO LTD	29	0	-1,404	3,419	15,831	2,621	0,952	25,549	28,170
5020.T	JP3386450005	ENEOS HOLDINGS INC	77	0	7,134	2,171	19,667	3,880	0,864	20,969	24,848
3679.T	JP3386490001	ZIGEXN CO LTD	16	0	16,104	11,446	13,857	1,011	0,648	11,209	12,219
2413.T	JP3435750009	M3 INC	8	0	16,805	22,278	37,940	0,464	0,852	-20,709	-20,245
4536.T	JP3336000009	SANTEN PHARMACEUTICAL CO LTD	23	0	7,288	6,005	17,183	2,356	0,464	-2,310	0,045
4483.T	JP3386690006	JMDC INC	6	0	21,522	13,827	41,747	0,227	0,943	-4,361	-4,133
4051.T	JP3386710002	GMO FINANCIAL GATE INC	6	0	46,638	5,386	35,586	0,390	0,505	-7,393	-7,003
5845.T	JP3430100002	ZENHOREN CO LTD	51	0	0,000	0,000	13,408	3,821	0,818	25,465	29,286
	JP3435350008	SONY FINANCIAL HOLDINGS INC	1	0	-38,163	2,279	20,724	0,000	0,218		0,000
4179.T	JP3386760007	G-NEXT INC	6	0	2,141	-27,295		0,000	0,315	-35,641	-35,641
9250.T	JP3386790004	GRCS INC	36	0	24,201	-1,470	71,065	0,000	0,313	-37,630	-37,630
9341.T	JP3386840007	GENOVA INC	66	0	0,000	0,000	12,051	1,600	0,022	-28,762	-27,162
9166.T	JP3386890002	GENDA INC	2	0	0,000	0,000	62,578	0,000	0,147	23,676	23,676
7073.T	JP3386680007	JAIC CO LTD	56	0	4,949	0,904	13,653	1,082	0,664	-4,660	-3,577
5401.T	JP3381000003	NIPPON STEEL CORP	60	0	6,257	6,342	6,298	4,772	0,399	24,085	28,857
4931.T	JP3381200009	SHINNIHONSEIYAKU CO LTD	42	0	-2,451	6,611	19,218	1,756	0,659	-2,340	-0,585
4582.T	JP3383050006	SYMBIO PHARMACEUTICALS LTD	16	0	-14,999	-22,786		0,000	0,022	-17,559	-17,559
147A.T	JP3436240000	SORACOM INC	8	0	0,000	0,000	107,391	0,000	0,248	-37,410	-37,410
6086.T	JP3383300005	SHIN MAINT HOLDINGS CO LTD	22	0	12,287	3,652	20,079	1,784	0,793	23,382	25,166
7224.T	JP3384600007	SHINMAYWA INDUSTRIES LTD	97	0	2,976	3,187	14,280	3,890	0,842	16,678	20,568
9719.T	JP3400400002	SCSK CORP	4	0	9,099	8,206	27,446	2,154	0,683	19,597	21,751
9202.T	JP3429800000	ANA HOLDINGS INC	45	0	-6,147	-1,899	9,271	0,787	0,534	4,417	5,203
3733.T	JP3436020006	SOFTWARE SERVICE INC	44	0	12,328	13,018	14,312	1,124	0,841	4,646	5,770
5871.T	JP3436230001	SOLIZE CORP	70	0	0,000	0,000	25,902	2,808	0,372	-31,938	-29,131
8152.T	JP3436200004	SOMAR CORPORATION	80	0	7,573	4,458	4,799	1,983	0,373	28,959	30,942
6674.T	JP3385820000	GS YUASA CORP	91	0	3,522	4,760	11,895	2,226	0,942	13,974	16,200
7214.T	JP3385860006	GMB CORP	68	0	10,783	1,115	6,741	2,363	0,318	7,369	9,732
9984.T	JP3436100006	SOFTBANK GROUP CORP	1	0	14,552	12,115	18,644	0,603	0,938	24,221	24,823
3769.T	JP3385890003	GMO PAYMENT GATEWAY INC	2	0	21,977	28,358	32,557	0,755	0,621	-8,468	-7,714
7942.T	JP3386000008	JSP CORP	100	0	7,372	3,255	9,618	3,173	0,434	5,265	8,437
5411.T	JP3386030005	JFE HOLDINGS INC	57	0	3,359	3,196	17,576	4,707	0,492	19,442	24,149
2462.T	JP3386120004	LIKE INC	77	0	4,018	4,707	13,597	3,016	0,806	-7,391	-4,375
4431.T	JP3400110007	SMAREGI INC	8	0	28,250	14,799	33,028	0,122	0,303	8,703	8,825
9412.T	JP3396350005	SKY PERFECT JSAT HOLDINGS INC	27	0	-1,453	13,096	20,856	2,845	0,854	25,847	28,693
7649.T	JP3397060009	SUGI HOLDINGS CO LTD	23	0	10,670	3,046	14,663	1,222	0,570	7,748	8,971
264A.T	JP3397070008	SCHOO INC	8	0	0,000	0,000	27,707	0,000	0,075	13,643	13,643
7269.T	JP3397200001	SUZUKI MOTOR CORP	48	0	10,169	7,055	10,687	2,008	0,911	14,179	16,187
9987.T	JP3398000004	SUZUKEN CO LTD	60	0	5,375	0,927	13,236	1,897	0,808	8,978	10,874
7718.T	JP3399000003	STAR MICRONICS CO LTD	62	0	4,735	8,208	17,837	3,512	0,348	3,625	7,137
8850.T	JP3399200009	STARTS CORP INC	75	0	3,513	9,182	10,824	2,951	0,734	14,553	17,504
6758.T	JP3435000009	SONY GROUP CORP	3	0	10,353	9,100	23,557	0,578	0,911	19,039	19,617
255A.T	JP3386930006	GLTECHNO HOLDINGS INC	73	0	0,000	0,000	9,660	0,000	0,863	13,720	13,720
6196.T	JP3399780000	STRIKE CO LTD	23	0	29,015	27,936	17,968	1,157	0,795	-5,960	-4,803
6526.T	JP3433500000	SOCIONEXT INC	17	0	0,000	0,000	41,414	1,740	0,822	35,880	37,621
2975.T	JP3399340003	STAR MICA HOLDINGS CO LTD	50	0	14,360	5,934	9,735	2,869	0,733	10,990	13,859
6923.T	JP3399400005	STANLEY ELECTRIC CO LTD	54	0	6,293	7,494	14,517	1,919	0,841	0,336	2,255
3071.T	JP3399760002	STREAM CO LTD	50	0	5,027	0,896	24,634	1,826	0,538	-1,226	0,600
4599.T	JP3399690001	STEMRIM INC	8	0	0,000	-167,348	-8,743	0,000	0,402	-17,526	-17,526
4109.T	JP3399720006	STELLA CHEMIFA CORP	65	0	2,969	8,369	16,936	3,011	0,637	7,011	10,022
6143.T	JP3434200006	SODICK CO LTD	90	0	3,283	3,803	10,368	3,511	0,623	2,697	6,207
3092.T	JP3399310006	ZOZO INC	3	0	11,788	21,470	26,394	2,122	0,048	9,113	11,234
7082.T	JP3387960002	JIMOTY INC	8	0	7,599	22,937	27,220	0,000	0,693	-0,400	-0,400
4487.T	JP3400040006	SPACE MARKET INC	14	0	16,842	-3,090	17,506	0,000	0,486	-20,171	-20,171
8267.T	JP3388200002	AEON CO LTD	31	0	2,943	0,609	280,223	1,154	0,920	14,747	15,901
4686.T	JP3388450003	JUSTSYSTEMS CORP	19	0	4,065	28,759	21,843	0,416	0,692	-7,590	-7,174
9558.T	JP3389420005	JAPANIACE CO LTD	70	0	0,000	0,000	12,007	4,057	0,862	21,269	25,326
2385.T	JP3431850001	SOIKEN HOLDINGS INC	27	0	-12,238	2,692		1,402	0,766	-25,582	-24,181
5889.T	JP3389460001	JAPAN EYEWEAR HOLDINGS CO LTD	49	0	0,000	0,000	12,712	4,089	0,298	32,850	36,940
6544.T	JP3389510003	JAPAN ELEVATOR SERVICE HOLDINGS CO LTD	2	0	17,518	10,245	56,134	0,878	0,663	12,196	13,074
3197.T	JP3396210001	SKYLARK HOLDINGS CO LTD	19	0	-1,495	0,242	43,900	0,410	0,716	14,610	15,020
6740.T	JP3389660006	JAPAN DISPLAY INC	6	0	-44,545	-14,895		0,000	0,211	-16,585	-16,585
6055.T	JP3389680004	JAPAN MATERIAL CO LTD	8	0	8,975	15,589	23,589	1,085	0,958	6,713	7,798
8595.T	JP3389900006	JAFCO GROUP CO LTD	52	0	11,088	94,750	13,069	4,075	0,822	10,194	14,269
3191.T	JP3392920009	JOYFUL HONDA CO LTD	63	0	3,129	6,919	15,485	2,538	0,672	5,260	7,798
2331.T	JP3431900004	SOHGO SECURITY SERVICES CO LTD	51	0	4,413	5,607	17,946	2,138	0,458	2,494	4,633
9632.T	JP3399800006	SUBARU ENTERPRISE CO LTD	66	0	2,094	10,833	12,864	2,292	0,701	17,522	19,814
155A.T	JP3393700004	INFORMATION STRATEGY AND TECHNOLOGY CO LTD	17	0	0,000	0,000	53,858	0,000	0,729	-8,165	-8,165
3010.T	JP3393800002	KACHIKAIHATSU CO LTD	16	0	12,077	3,916	12,900	0,417	0,557	18,205	18,622
6232.T	JP3394900009	ACSL LTD	6	0	0,000	0,000	30,026	0,000	0,365	-16,157	-16,157
9896.T	JP3389570007	JK HOLDINGS CO LTD	74	0	2,521	1,510	8,111	3,353	0,756	10,813	14,167
7980.T	JP3349200000	SHIGEMATSU WORKS CO LTD	89	0	4,003	5,190	8,426	1,499	0,383	-6,393	-4,893
4396.T	JP3350960005	SYSTEM SUPPORT INC	19	0	15,146	5,211	23,426	1,810	0,911	16,511	18,321
7527.T	JP3351000009	SYSTEMSOFT CORP	20	0	-9,204	-7,713		1,210	0,519	-3,749	-2,539
1911.T	JP3409800004	SUMITOMO FORESTRY CO LTD	98	0	0,000	0,000	9,448	3,071	0,476	25,877	28,948
2317.T	JP3351050004	SYSTENA CORP	15	0	6,616	9,454	19,246	2,150	0,825	1,294	3,444
4203.T	JP3409400003	SUMITOMO BAKELITE CO LTD	36	0	8,508	6,967	22,396	2,108	0,901	27,573	29,682
6342.T	JP3446400008	TAIHEI MACHINERY WORKS LTD	81	0	2,499	8,075	16,883	3,709	0,511	9,701	13,410
6869.T	JP3351100007	SYSMEX CORP	6	0	11,111	10,979	24,881	0,887	0,081	-11,485	-10,598
1879.T	JP3380300008	SHINNIHON CORP	90	0	3,178	9,790	7,365	3,011	0,712	15,704	18,714
4911.T	JP3351600006	SHISEIDO CO LTD	25	0	-2,614	1,870	249,120	0,887	0,273	-17,256	-16,369
1801.T	JP3443600006	TAISEI CORP	31	0	7,637	4,435	14,282	3,025	0,895	25,063	28,088
7762.T	JP3352400000	CITIZEN WATCH CO LTD	87	0	7,941	4,554	10,622	3,989	0,955	30,078	34,066
8830.T	JP3409000001	SUMITOMO REALTY & DEVELOPMENT CO LTD	17	0	0,047	17,214	16,286	1,232	0,753	17,580	18,812
2903.T	JP3354200002	SHINOBU FOODS PRODUCTS CO LTD	55	0	2,703	1,610	19,233	2,814	0,939	21,826	24,640
1904.T	JP3443000009	TAISEI ONCHO CO LTD	88	0	2,702	3,000	11,143	3,493	0,763	18,056	21,549
	JP3442850008	TAISHO PHARMACEUTICAL HOLDINGS CO LTD	37	0	0,942	8,761	83,667	1,464	0,952		0,000
6590.T	JP3355000005	SHIBAURA MECHATRONICS CORP	23	0	11,616	10,962	20,836	3,305	0,992	69,450	72,755
5831.T	JP3351500008	SHIZUOKA FINANCIAL GROUP INC	30	0	7,790	21,656	14,100	3,128	0,891	29,110	32,238
6947.T	JP3412000006	ZUKEN INC	19	0	7,951	10,112	20,249	1,415	0,574	12,408	13,823
6736.T	JP3336450006	SUN CORP	23	0	-15,999	28,330	13,051	1,045	0,997	30,208	31,253
2587.T	JP3336560002	SUNTORY BEVERAGE & FOOD LTD	35	0	5,482	6,548	16,537	1,984	0,280	4,417	6,402
9989.T	JP3336600006	SUNDRUG CO LTD	56	0	5,342	3,821	15,476	2,483	0,496	1,383	3,865
8934.T	JP3336950005	SUN FRONTIER FUDOUSAN CO LTD	95	0	4,511	12,488	7,704	3,547	0,783	21,952	25,499
5697.T	JP3337400000	SANYU CO LTD	89	0	3,646	2,368	7,067	4,052	0,702	13,464	17,516
9253.T	JP3411600004	SLOGAN INC	75	0	-1,887	8,255	11,571	0,000	0,478	-8,489	-8,489
7486.T	JP3343800003	SANRIN CO LTD	85	0	2,069	2,289	13,523	3,217	0,615	-0,338	2,879
8366.T	JP3347600003	SHIGA BANK LTD	36	0	9,481	15,804	14,621	1,911	0,814	22,969	24,881
9409.T	JP3429000007	TV ASAHI HOLDINGS CORP	58	0	2,892	6,288	11,407	2,250	0,781	14,906	17,156
4255.T	JP3345710002	THECOO INC	12	0	23,791	-8,216	20,871	0,000	0,701	-35,769	-35,769
7041.T	JP3346110004	CRG HOLDINGS CO LTD	29	0	-3,948	0,492		0,000	0,333	-6,402	-6,402
8358.T	JP3411000007	SURUGA BANK LTD	20	0	-3,018	17,730	14,757	1,979	0,839	35,609	37,588
7250.T	JP3448400006	PACIFIC INDUSTRIAL CO LTD	88	0	5,486	6,258	12,459	3,470	0,981	20,044	23,514
9692.T	JP3346200003	COMPUTER ENGINEERING & CONSULTING LTD	53	0	2,922	8,309	17,361	3,056	0,740	8,750	11,806
7808.T	JP3346520004	C S LUMBER CO INC	87	0	5,581	7,876	5,280	2,410	0,801	16,952	19,361
	JP3347050001	C CHANNEL CORP	17	0	-24,040	-8,124		0,000			0,000
5541.T	JP3448000004	PACIFIC METALS CO LTD	45	0	-21,474	3,122		2,926	0,762	3,437	6,363
5929.T	JP3344400001	SANWA HOLDINGS CORP	41	0	9,099	6,485	15,596	2,699	0,310	27,317	30,016
1979.T	JP3441200007	TAIKISHA LTD	71	0	5,113	4,585	15,945	3,088	0,805	15,967	19,055
9104.T	JP3362700001	MITSUI OSK LINES LTD	51	0	9,698	31,541	4,187	8,923	0,029	41,255	50,178
4004.T	JP3368000000	RESONAC HOLDINGS CORP	26	0	4,375	0,703	22,027	2,415	0,915	25,144	27,559
3880.T	JP3440400004	DAIO PAPER CORP	41	0	4,146	0,212	25,736	1,308	0,579	-10,282	-8,974
3954.T	JP3368600007	SHOWA PAXXS CORP	84	0	1,701	4,951	10,045	2,279	0,731	9,882	12,161
4063.T	JP3371200001	SHIN-ETSU CHEMICAL CO LTD	25	0	11,715	24,067	19,059	1,931	0,564	12,290	14,222
7970.T	JP3371600002	SHIN-ETSU POLYMER CO LTD	65	0	6,659	7,606	14,895	2,705	0,887	16,000	18,705
8141.T	JP3374200008	SHINKO SHOJI CO LTD	67	0	5,971	1,803	55,304	4,500	0,683	4,108	8,609
1949.T	JP3407800006	SUMITOMO DENSETSU CO LTD	50	0	3,540	5,793	17,843	3,285	0,816	21,790	25,075
290A.T	JP3376720003	SYNSPECTIVE INC	8	0	0,000	0,000	-72,351	0,000	0,307	81,591	81,591
5232.T	JP3400900001	SUMITOMO OSAKA CEMENT CO LTD	82	0	0,715	3,807	12,843	3,321	0,696	3,342	6,663
9428.T	JP3273100002	CROPS CORP	75	0	7,792	3,036	9,940	1,805	0,693	13,419	15,224
6339.T	JP3378200004	SINTOKOGIO LTD	94	0	8,230	4,089	19,877	3,980	0,935	7,229	11,208
5016.T	JP3379550001	JX ADVANCED METALS CORPORATION	1	0	0,000	0,000		0,000		335,163	335,163
2327.T	JP3379900008	NS SOLUTIONS CORP	25	0	4,245	7,842	23,689	1,827	0,181	18,785	20,613
7965.T	JP3437400009	ZOJIRUSHI CORP	43	0	2,189	5,737	18,607	2,013	0,577	-2,477	-0,464
1514.T	JP3400750000	SUMISEKI HOLDINGS INC	67	0	-5,119	18,502	8,452	3,806	0,036	37,235	41,041
7163.KL	JP3400650002	SBI SUMISHIN NET BANK LTD	4	0	13,368	21,638	26,751	0,390	0,902	71,024	71,414
4005.T	JP3401400001	SUMITOMO CHEMICAL CO LTD	53	0	3,195	-1,655	77,932	3,289	0,838	6,108	9,397
6340.T	JP3356000004	SHIBUYA CORP	87	0	4,482	8,089	9,317	2,588	0,492	0,544	3,132
6222.T	JP3356500003	SHIMA SEIKI MFG. LTD	37	0	-0,048	-24,929	35,621	0,696	0,706	-8,073	-7,377
5802.T	JP3407400005	SUMITOMO ELECTRIC INDUSTRIES LTD	40	0	8,537	3,621	17,941	3,177	0,955	29,504	32,682
7701.T	JP3357200009	SHIMADZU CORP	14	0	7,054	10,457	21,891	1,268	0,390	5,083	6,351
7309.T	JP3358000002	SHIMANO INC	22	0	5,173	17,993	42,637	1,046	0,180	-6,604	-5,558
5726.T	JP3407200009	OSAKA TITANIUM TECHNOLOGIES CO LTD	33	0	6,333	6,623	18,391	1,528	0,611	26,161	27,689
7550.T	JP3429300001	ZENSHO HOLDINGS CO LTD	21	0	11,412	2,402	45,347	0,772	0,854	32,579	33,350
9303.T	JP3407000003	SUMITOMO WAREHOUSE CO LTD	73	0	1,876	9,278	12,362	3,982	0,870	20,804	24,786
3537.T	JP3361400009	SHOEI YAKUHIN CO LTD	75	0	8,006	2,103	10,539	2,556	0,479	11,088	13,644
6302.T	JP3405400007	SUMITOMO HEAVY INDUSTRIES LTD	97	0	0,000	0,000	16,591	3,560	0,832	8,478	12,039
8053.T	JP3404600003	SUMITOMO CORP	64	0	7,247	6,368	8,921	4,211	0,969	30,068	34,279
6753.T	JP3359600008	SHARP CORP	42	0	-1,359	-2,092	8,685	1,214	0,569	-6,441	-5,228
9885.T	JP3359800004	CHARLE CO LTD	35	0	-5,767	-2,197		2,915	0,545	0,539	3,455
3179.T	JP3359940008	SYUPPIN CO LTD	63	0	10,664	4,149	19,084	2,700	0,888	8,215	10,915
3003.T	JP3360800001	HULIC CO LTD	28	0	7,538	17,518	11,467	3,616	0,698	9,590	13,206
5110.T	JP3404200002	SUMITOMO RUBBER INDUSTRIES LTD	64	0	6,288	2,242	6,630	3,693	0,696	13,998	17,691
5713.T	JP3402600005	SUMITOMO METAL MINING CO LTD	44	0	13,334	9,632	62,726	3,480	0,902	8,534	12,013
7839.T	JP3360900009	SHOEI CO LTD	41	0	14,963	19,931	13,792	2,315	0,231	1,220	3,535
1803.T	JP3358800005	SHIMIZU CORP	28	0	4,869	3,032	18,397	2,529	0,829	22,031	24,560
5983.T	JP3152600007	IWABUCHI CORP	89	0	5,028	6,222	12,570	3,536	0,747	13,067	16,603
7078.T	JP3152620005	INCLUSIVE INC	26	0	17,513	-9,706		0,000	0,170	4,534	4,534
6200.T	JP3152670000	INSOURCE CO LTD	12	0	17,503	22,700	21,073	1,078	0,540	6,937	8,015
7725.T	JP3152720003	INTER ACTION CORP	41	0	-1,237	14,778	32,109	1,664	0,840	-3,096	-1,432
9449.T	JP3152750000	GMO INTERNET INC	15	0	8,516	11,545	22,656	1,621	0,640	4,587	6,208
4326.T	JP3152790006	INTAGE HOLDINGS INC	42	0	0,000	5,151	18,500	2,624	0,425	11,127	13,751
7072.T	JP3152890004	INTIMATE MERGER INC	21	0	-0,492	2,113	35,516	0,000	0,696	-11,321	-11,321
5842.T	JP3152910000	INTEGRAL CORP	68	0	0,000	0,000	7,776	1,145	0,504	28,184	29,330
192A.T	JP3152920009	INTEGROUP INC	45	0	0,000	0,000	14,474	2,125	0,028	-56,794	-54,669
2492.T	JP3153480003	INFOMART CORP	4	0	13,076	4,687	57,319	0,278	0,293	-19,370	-19,092
4974.T	JP3460200003	TAKARA BIO INC	22	0	5,436	17,162	201,388	1,430	0,591	-19,585	-18,155
6089.T	JP3154160000	WILL GROUP INC	79	0	2,598	2,088	16,729	3,436	0,797	5,137	8,573
7087.T	JP3154220002	WILLTEC CO LTD	93	0	9,275	1,841	10,500	4,095	0,845	9,709	13,805
3538.T	JP3154270007	WILLPLUS HOLDINGS CORP	93	0	21,707	2,709	6,298	3,613	0,592	12,652	16,265
4432.T	JP3154360006	WINGARC1ST INC	6	0	6,302	19,539	19,832	2,605	0,149	10,305	12,910
3183.T	JP3154390003	WIN-PARTNERS CO LTD	60	0	4,789	2,592	17,606	3,687	0,360	4,005	7,692
1867.T	JP3154400000	UEKI CORP	94	0	-0,160	3,304	7,247	3,912	0,823	11,025	14,937
1407.T	JP3154750008	WEST HOLDINGS CORP	26	0	-3,672	9,647	15,040	1,517	0,311	-6,105	-4,588
9888.T	JP3154850006	UEX LTD	94	0	-2,282	2,810	12,055	5,396	0,345	17,137	22,533
7551.T	JP3154900009	WEDS CO LTD	95	0	3,138	4,171	6,931	4,236	0,644	6,954	11,191
130A.T	JP3155340007	VERITAS IN SILICO INC	14	0	0,000	0,000		0,000	0,238	-50,011	-50,011
50765.T	JP3153850106	INFRONEER HOLDINGS INC PREFERRED	49	0	0,000	0,000	11,143	3,534	0,915	-1,588	1,945
1997.T	JP3131000006	AKATSUKI EAZIMA CO LTD	97	0	1,479	7,193	8,136	0,000	0,802	20,725	20,725
3291.T	JP3131090007	IIDA GROUP HOLDINGS CO LTD	95	0	1,416	4,855	13,460	3,867	0,735	3,729	7,596
8714.T	JP3132600002	SENSHU IKEDA HOLDINGS INC	32	0	0,747	12,069	13,960	3,928	0,880	32,363	36,291
4624.T	JP3133200000	ISAMU PAINT CO LTD	77	0	1,742	6,565	12,197	1,561	0,880	4,148	5,709
7013.T	JP3134800006	IHI CORP	1	0	5,303	2,834	28,233	1,657	0,838	69,569	71,225
5204.T	JP3136000001	ISHIZUKA GLASS CO LTD	85	0	-5,325	2,525	4,159	1,919	0,921	10,804	12,724
